"zipcode","year","housing_price","crime","grocery","bus_stop","age","income","bachelor_rate","white_rate","black_rate","asian_rate"
60615,2005,273599,10,3,152,NA,NA,NA,NA,NA,NA
60615,2006,296525.416666667,5,3,152,NA,NA,NA,NA,NA,NA
60615,2007,302946.416666667,7,3,152,NA,NA,NA,NA,NA,NA
60615,2008,292761.166666667,12,3,152,NA,NA,NA,NA,NA,NA
60615,2009,255878.416666667,8,3,152,NA,NA,NA,NA,NA,NA
60615,2010,241298.416666667,45,3,152,NA,NA,NA,NA,NA,NA
60615,2011,206012.416666667,49,3,152,33.6,25971,30.91,26.87,61.5,6.73
60615,2012,181951.916666667,47,4,152,33.8,26437,29.99,26.91,61.67,6.22
60615,2013,192135.833333333,43,4,152,33.9,26691,30.74,27,60.71,7.3
60615,2014,204196.333333333,28,5,152,32.9,27125,30.76,26.4,59.66,8.35
60615,2015,203967.666666667,55,5,152,33.1,27230,30.34,27.32,58.4,8.08
60615,2016,216347.25,54,5,152,33.5,29394,30.84,28.32,57.85,8.17
60615,2017,234368.5,42,5,152,33.9,29612,31.41,28.89,56.41,9
60615,2018,244107.333333333,40,5,152,33.8,30850,32.45,30.1,55.22,8.09
60615,2019,247654.666666667,28,5,152,35.3,32746,34.16,31.08,54.81,8.6
60615,2020,253787.75,32,5,152,NA,NA,NA,NA,NA,NA
60615,2021,279674,57,5,152,NA,NA,NA,NA,NA,NA
60616,2000,195990.25,5,7,228,NA,NA,NA,NA,NA,NA
60616,2001,216831.583333333,9,7,228,NA,NA,NA,NA,NA,NA
60616,2002,244556.416666667,11,7,228,NA,NA,NA,NA,NA,NA
60616,2003,273529.75,10,7,228,NA,NA,NA,NA,NA,NA
60616,2004,301496.083333333,6,7,228,NA,NA,NA,NA,NA,NA
60616,2005,330597.75,5,7,228,NA,NA,NA,NA,NA,NA
60616,2006,350950.25,6,7,228,NA,NA,NA,NA,NA,NA
60616,2007,355659.5,5,7,228,NA,NA,NA,NA,NA,NA
60616,2008,348840.083333333,2,7,228,NA,NA,NA,NA,NA,NA
60616,2009,320374.083333333,3,7,228,NA,NA,NA,NA,NA,NA
60616,2010,297290.75,7,7,228,NA,NA,NA,NA,NA,NA
60616,2011,270091.416666667,10,7,228,36.1,22031,23.85,28.44,26.39,37.51
60616,2012,250192.916666667,12,8,228,36,21390,24.16,29.01,25.52,37.32
60616,2013,275562.75,2,8,228,35.8,22184,24.48,28.58,24.16,39.1
60616,2014,302162.083333333,8,6,228,36.1,21989,24.4,28.54,25.39,39.09
60616,2015,310846.666666667,18,6,228,36,23176,25.3,27.1,25.14,40.89
60616,2016,325200.5,26,6,228,36.2,23176,26.24,27.65,25.5,40.71
60616,2017,336059.666666667,18,6,228,36.5,25657,27.84,27.98,25.44,40.65
60616,2018,344520.916666667,21,6,228,36.8,26283,28.61,28.77,25.02,40.5
60616,2019,348461.25,24,6,228,38,29646,31.36,31.47,23.65,39.51
60616,2020,352547.5,44,6,228,NA,NA,NA,NA,NA,NA
60616,2021,370626,43,6,228,NA,NA,NA,NA,NA,NA
60617,2000,93653.0833333333,24,13,418,NA,NA,NA,NA,NA,NA
60617,2001,99925,32,13,418,NA,NA,NA,NA,NA,NA
60617,2002,107246.166666667,25,13,418,NA,NA,NA,NA,NA,NA
60617,2003,113951.333333333,25,13,418,NA,NA,NA,NA,NA,NA
60617,2004,124079.083333333,19,13,418,NA,NA,NA,NA,NA,NA
60617,2005,138775.666666667,12,13,418,NA,NA,NA,NA,NA,NA
60617,2006,154778.25,25,13,418,NA,NA,NA,NA,NA,NA
60617,2007,161290.5,18,13,418,NA,NA,NA,NA,NA,NA
60617,2008,150482.75,29,13,418,NA,NA,NA,NA,NA,NA
60617,2009,131481.083333333,30,13,418,NA,NA,NA,NA,NA,NA
60617,2010,119104.416666667,136,13,418,NA,NA,NA,NA,NA,NA
60617,2011,103635.916666667,134,13,418,34.9,21161,8.37,29.89,54.34,0.29
60617,2012,85380.5,137,14,418,35.7,21455,8.53,33.41,54.81,0.29
60617,2013,85039.0833333333,116,14,418,36.1,20911,8.45,33.62,55.51,0.36
60617,2014,88103.0833333333,165,8,418,36.4,21336,7.94,35.91,54.49,0.23
60617,2015,95979.25,96,8,418,36.3,21156,8.28,36.24,56.16,0.18
60617,2016,107584.083333333,130,8,418,37.5,21310,8.09,36.93,56.6,0.11
60617,2017,119580.833333333,128,8,418,37.7,21709,8.29,38.04,56.08,0.11
60617,2018,127420.5,85,8,418,37,23162,7.92,38.04,55.8,0.2
60617,2019,131901.916666667,107,8,418,36,24162,8.63,36.86,56.69,0.26
60617,2020,136364.25,180,8,418,NA,NA,NA,NA,NA,NA
60617,2021,158959.416666667,177,8,418,NA,NA,NA,NA,NA,NA
60618,2000,271084.916666667,12,17,283,NA,NA,NA,NA,NA,NA
60618,2001,319801.5,12,17,283,NA,NA,NA,NA,NA,NA
60618,2002,347528.666666667,17,17,283,NA,NA,NA,NA,NA,NA
60618,2003,376292.25,12,17,283,NA,NA,NA,NA,NA,NA
60618,2004,409665.75,10,17,283,NA,NA,NA,NA,NA,NA
60618,2005,454124.5,4,17,283,NA,NA,NA,NA,NA,NA
60618,2006,483168.083333333,11,17,283,NA,NA,NA,NA,NA,NA
60618,2007,487237.833333333,3,17,283,NA,NA,NA,NA,NA,NA
60618,2008,463451.083333333,8,17,283,NA,NA,NA,NA,NA,NA
60618,2009,409225.833333333,3,17,283,NA,NA,NA,NA,NA,NA
60618,2010,379524.333333333,33,17,283,NA,NA,NA,NA,NA,NA
60618,2011,351490.25,36,17,283,32.7,29041,25.3,67.23,2.8,5.23
60618,2012,339754.333333333,28,17,283,32.5,29176,24.7,72.41,2.71,4.73
60618,2013,378114.75,22,17,283,32.9,29899,25.35,77.87,2.44,4.18
60618,2014,415018.25,16,9,283,33.3,30089,26.22,79.92,2.44,5
60618,2015,427622.75,22,9,283,33.5,30168,26.35,80.53,2.23,5.55
60618,2016,449349.166666667,30,9,283,33.8,31453,28.06,81.47,2.52,5.85
60618,2017,466402.5,14,9,283,34.1,32477,29.75,80.85,2.46,6.45
60618,2018,473417.75,39,9,283,34.4,35993,31.25,78.77,2.4,6.17
60618,2019,465896.083333333,26,9,283,34.4,39271,31.97,76.27,2.89,6.18
60618,2020,472152.833333333,40,9,283,NA,NA,NA,NA,NA,NA
60618,2021,504827.416666667,34,9,283,NA,NA,NA,NA,NA,NA
60619,2000,105286.25,20,9,314,NA,NA,NA,NA,NA,NA
60619,2001,113486.583333333,33,9,314,NA,NA,NA,NA,NA,NA
60619,2002,122370.416666667,40,9,314,NA,NA,NA,NA,NA,NA
60619,2003,130061.5,27,9,314,NA,NA,NA,NA,NA,NA
60619,2004,142069.5,14,9,314,NA,NA,NA,NA,NA,NA
60619,2005,158289.833333333,29,9,314,NA,NA,NA,NA,NA,NA
60619,2006,174440.25,32,9,314,NA,NA,NA,NA,NA,NA
60619,2007,186245.083333333,34,9,314,NA,NA,NA,NA,NA,NA
60619,2008,178916.083333333,30,9,314,NA,NA,NA,NA,NA,NA
60619,2009,149214,28,9,314,NA,NA,NA,NA,NA,NA
60619,2010,135068.416666667,152,9,314,NA,NA,NA,NA,NA,NA
60619,2011,124643.916666667,130,9,314,39.9,22787,12.63,0.68,97.72,0.15
60619,2012,108586.333333333,168,10,314,39.4,21871,12.02,0.75,97.65,0.15
60619,2013,105038.333333333,144,10,314,39.4,22123,12.41,0.89,97.43,0.2
60619,2014,111503.5,130,4,314,39.4,21347,12.66,0.83,97.19,0.25
60619,2015,116181.75,148,4,314,39.8,20933,11.25,1.2,96.92,0.32
60619,2016,128224.916666667,202,4,314,39.1,20949,11.9,1.33,96.74,0.22
60619,2017,145441.583333333,170,4,314,39.4,21527,12.54,1.52,96.34,0.24
60619,2018,153045.666666667,154,4,314,41.3,22693,12.68,1.63,96.08,0.32
60619,2019,162239.083333333,134,4,314,40.9,23305,13.31,1.8,95.72,0.24
60619,2020,159222.25,238,4,314,NA,NA,NA,NA,NA,NA
60619,2021,185116.25,273,4,314,NA,NA,NA,NA,NA,NA
60620,2000,118338.416666667,23,17,314,NA,NA,NA,NA,NA,NA
60620,2001,126457.75,33,17,314,NA,NA,NA,NA,NA,NA
60620,2002,136552.083333333,26,17,314,NA,NA,NA,NA,NA,NA
60620,2003,145866.916666667,28,17,314,NA,NA,NA,NA,NA,NA
60620,2004,159632.666666667,29,17,314,NA,NA,NA,NA,NA,NA
60620,2005,176504.25,18,17,314,NA,NA,NA,NA,NA,NA
60620,2006,194156,26,17,314,NA,NA,NA,NA,NA,NA
60620,2007,199311.5,23,17,314,NA,NA,NA,NA,NA,NA
60620,2008,196790.583333333,24,17,314,NA,NA,NA,NA,NA,NA
60620,2009,167509.916666667,26,17,314,NA,NA,NA,NA,NA,NA
60620,2010,157747.083333333,167,17,314,NA,NA,NA,NA,NA,NA
60620,2011,138742,157,17,314,36.6,18961,6.7,0.97,97.96,0.14
60620,2012,122314.916666667,155,17,314,37.6,18374,6.61,0.87,97.85,0.12
60620,2013,120037.916666667,138,17,314,38.2,17492,7.31,1.08,96.93,0.17
60620,2014,120308,145,11,314,38.6,18297,8.26,1.2,96.86,0.2
60620,2015,125457.75,176,11,314,39.6,18720,8.88,1.56,96.34,0.23
60620,2016,137381.333333333,241,11,314,39.6,19580,9.51,1.35,96.6,0.28
60620,2017,148889.916666667,179,11,314,40.3,20079,9.76,1.59,96.16,0.28
60620,2018,156877.583333333,168,11,314,40.8,21467,9.47,1.66,96.41,0.4
60620,2019,157345.666666667,180,11,314,40.3,22018,9.3,2.12,95.69,0.44
60620,2020,161009.666666667,259,11,314,NA,NA,NA,NA,NA,NA
60620,2021,189619.583333333,281,11,314,NA,NA,NA,NA,NA,NA
60621,2000,98567.1666666667,22,7,239,NA,NA,NA,NA,NA,NA
60621,2001,104823.5,30,7,239,NA,NA,NA,NA,NA,NA
60621,2002,108592.583333333,36,7,239,NA,NA,NA,NA,NA,NA
60621,2003,110541.25,24,7,239,NA,NA,NA,NA,NA,NA
60621,2004,119415.916666667,28,7,239,NA,NA,NA,NA,NA,NA
60621,2005,139262.083333333,20,7,239,NA,NA,NA,NA,NA,NA
60621,2006,156114.333333333,15,7,239,NA,NA,NA,NA,NA,NA
60621,2007,167131.583333333,25,7,239,NA,NA,NA,NA,NA,NA
60621,2008,161692.833333333,25,7,239,NA,NA,NA,NA,NA,NA
60621,2009,123226.416666667,22,7,239,NA,NA,NA,NA,NA,NA
60621,2010,102954.916666667,137,7,239,NA,NA,NA,NA,NA,NA
60621,2011,93206.6666666667,154,7,239,32.7,13570,3.44,1.23,97.87,0.04
60621,2012,63799.5,143,7,239,31.6,13137,2.91,1.1,97.31,0.07
60621,2013,44840,140,7,239,31.6,12933,3.26,1.37,96.58,0.1
60621,2014,39259.1666666667,153,2,239,31.5,12851,3.33,1.83,95.48,0.25
60621,2015,47554.75,185,2,239,31.2,12973,3.55,1.5,95.21,0.26
60621,2016,47365.8333333333,236,2,239,31.2,12973,4.03,1.65,95.29,0.22
60621,2017,44195.4166666667,155,2,239,32.2,13750,4.08,1.98,95.16,0.22
60621,2018,50710.25,148,2,239,34,14881,4.53,2.58,94.77,0.26
60621,2019,55380.9166666667,141,2,239,34.6,15672,5.19,2.22,95,0.24
60621,2020,68716.8333333333,221,2,239,NA,NA,NA,NA,NA,NA
60621,2021,96236.1666666667,242,2,239,NA,NA,NA,NA,NA,NA
60622,2000,298808.5,11,14,176,NA,NA,NA,NA,NA,NA
60622,2001,335709.083333333,13,14,176,NA,NA,NA,NA,NA,NA
60622,2002,360742,7,14,176,NA,NA,NA,NA,NA,NA
60622,2003,381740.083333333,8,14,176,NA,NA,NA,NA,NA,NA
60622,2004,404121.083333333,7,14,176,NA,NA,NA,NA,NA,NA
60622,2005,439337.25,2,14,176,NA,NA,NA,NA,NA,NA
60622,2006,470153.5,5,14,176,NA,NA,NA,NA,NA,NA
60622,2007,474337.333333333,6,14,176,NA,NA,NA,NA,NA,NA
60622,2008,459751.75,6,14,176,NA,NA,NA,NA,NA,NA
60622,2009,425339.333333333,10,14,176,NA,NA,NA,NA,NA,NA
60622,2010,410752.666666667,29,14,176,NA,NA,NA,NA,NA,NA
60622,2011,384111.833333333,33,14,176,30.7,37395,41.44,72.78,8.66,3.03
60622,2012,367970.166666667,24,14,176,31,39125,42.3,74.41,8.68,3.41
60622,2013,406223.166666667,21,14,176,31.1,39767,43.15,73.95,8.21,3.45
60622,2014,446836,16,3,176,31.2,40674,44.45,73.94,8.32,3.55
60622,2015,463429.166666667,33,3,176,31.3,42533,45.7,74.79,8.32,4.02
60622,2016,489273.833333333,53,3,176,31.8,46027,47.34,74.41,7.93,4.06
60622,2017,506813.333333333,42,3,176,31.7,49268,50.43,76.62,7.04,4.26
60622,2018,512894.583333333,34,3,176,31.7,52998,52.06,78.45,6.73,4.56
60622,2019,505452.083333333,25,3,176,32,54818,53.12,80.36,6.46,4.67
60622,2020,519097.583333333,47,3,176,NA,NA,NA,NA,NA,NA
60622,2021,550460.5,38,3,176,NA,NA,NA,NA,NA,NA
60623,2000,177278.666666667,37,20,291,NA,NA,NA,NA,NA,NA
60623,2001,199804.5,41,20,291,NA,NA,NA,NA,NA,NA
60623,2002,222304.833333333,37,20,291,NA,NA,NA,NA,NA,NA
60623,2003,243277.083333333,46,20,291,NA,NA,NA,NA,NA,NA
60623,2004,270726.833333333,31,20,291,NA,NA,NA,NA,NA,NA
60623,2005,307689.416666667,33,20,291,NA,NA,NA,NA,NA,NA
60623,2006,345189.583333333,36,20,291,NA,NA,NA,NA,NA,NA
60623,2007,349613.25,24,20,291,NA,NA,NA,NA,NA,NA
60623,2008,323315.083333333,33,20,291,NA,NA,NA,NA,NA,NA
60623,2009,243308.416666667,24,20,291,NA,NA,NA,NA,NA,NA
60623,2010,162239.916666667,180,20,291,NA,NA,NA,NA,NA,NA
60623,2011,126120.833333333,135,20,291,26.9,17163,3.78,41.31,33.28,0.14
60623,2012,106387.583333333,173,22,291,27.3,16607,3.72,48.75,34.24,0.17
60623,2013,101908.083333333,115,22,291,27.8,16524,3.58,47.79,34.18,0.18
60623,2014,97100.3333333333,122,7,291,28.1,16695,3.6,48.3,33.05,0.18
60623,2015,108154.75,131,7,291,28.5,16744,3.91,46.83,32.26,0.2
60623,2016,125913.083333333,327,7,291,29.3,17537,4.31,43.31,32.03,0.21
60623,2017,133858.5,279,7,291,30,18951,4.73,40.22,32.06,0.11
60623,2018,165495,193,7,291,30.3,19820,5.13,38.38,31.23,0.09
60623,2019,174447.833333333,188,7,291,31.3,20614,5.63,38.01,30.46,0.1
60623,2020,175262.083333333,294,7,291,NA,NA,NA,NA,NA,NA
60623,2021,190099.333333333,292,7,291,NA,NA,NA,NA,NA,NA
60624,2000,150378.416666667,38,8,200,NA,NA,NA,NA,NA,NA
60624,2001,158642.833333333,43,8,200,NA,NA,NA,NA,NA,NA
60624,2002,165212.25,33,8,200,NA,NA,NA,NA,NA,NA
60624,2003,176814.666666667,33,8,200,NA,NA,NA,NA,NA,NA
60624,2004,190262.5,16,8,200,NA,NA,NA,NA,NA,NA
60624,2005,207950.166666667,22,8,200,NA,NA,NA,NA,NA,NA
60624,2006,239175.416666667,21,8,200,NA,NA,NA,NA,NA,NA
60624,2007,257940.583333333,23,8,200,NA,NA,NA,NA,NA,NA
60624,2008,251019.25,28,8,200,NA,NA,NA,NA,NA,NA
60624,2009,186972.5,33,8,200,NA,NA,NA,NA,NA,NA
60624,2010,140928.666666667,139,8,200,NA,NA,NA,NA,NA,NA
60624,2011,101539.166666667,178,8,200,27.4,14225,4.6,2.31,95.75,0.13
60624,2012,95462.6666666667,135,8,200,27.3,14451,4.32,2.19,96.17,0.09
60624,2013,87325.5,111,8,200,27.9,14554,3.97,2.57,95.71,0.11
60624,2014,92673.9166666667,175,3,200,27.8,14987,3.22,2.53,94.71,0.16
60624,2015,98747.5,228,3,200,28.8,15412,3.15,2.72,94.41,0.19
60624,2016,114962.916666667,368,3,200,28.7,15733,3.88,2.77,93.27,0.14
60624,2017,124077.5,255,3,200,29.4,16254,3.73,3.5,92.32,0.29
60624,2018,149460.333333333,316,3,200,30.7,16594,4.47,3.69,90.85,0.31
60624,2019,167656.666666667,253,3,200,32.1,16725,5.04,4.48,90.68,0.15
60624,2020,168883.166666667,384,3,200,NA,NA,NA,NA,NA,NA
60624,2021,190441.5,405,3,200,NA,NA,NA,NA,NA,NA
60625,2000,223948.25,3,12,211,NA,NA,NA,NA,NA,NA
60625,2001,262650.25,8,12,211,NA,NA,NA,NA,NA,NA
60625,2002,288427.666666667,6,12,211,NA,NA,NA,NA,NA,NA
60625,2003,315452.25,4,12,211,NA,NA,NA,NA,NA,NA
60625,2004,347736.583333333,4,12,211,NA,NA,NA,NA,NA,NA
60625,2005,391790.666666667,7,12,211,NA,NA,NA,NA,NA,NA
60625,2006,421160.583333333,0,12,211,NA,NA,NA,NA,NA,NA
60625,2007,418769.416666667,4,12,211,NA,NA,NA,NA,NA,NA
60625,2008,397051.333333333,4,12,211,NA,NA,NA,NA,NA,NA
60625,2009,348886.583333333,10,12,211,NA,NA,NA,NA,NA,NA
60625,2010,322531.166666667,11,12,211,NA,NA,NA,NA,NA,NA
60625,2011,293430.25,13,12,211,32.7,24837,24.42,49.02,4.45,14.05
60625,2012,278700.833333333,17,12,211,32.8,25818,25.59,52.4,4.33,13.13
60625,2013,303872.083333333,12,12,211,33.4,26424,27.28,58.23,4.65,13.59
60625,2014,331047.083333333,14,4,211,33.4,27207,28.15,61.78,4.37,13.06
60625,2015,339704.083333333,28,4,211,34,27134,29.12,64.1,4.22,13.55
60625,2016,357558.5,18,4,211,34,29238,30.36,65.02,4.46,14.26
60625,2017,371981.666666667,15,4,211,34.2,30974,30.87,65.84,4.93,13.97
60625,2018,382038.75,22,4,211,34.2,31771,31.11,64.67,4.98,13.26
60625,2019,373710.666666667,19,4,211,34.9,33056,31.94,65.27,4.83,13.58
60625,2020,383768.583333333,41,4,211,NA,NA,NA,NA,NA,NA
60625,2021,411152.666666667,26,4,211,NA,NA,NA,NA,NA,NA
60626,2000,147993.916666667,15,11,103,NA,NA,NA,NA,NA,NA
60626,2001,169774.916666667,7,11,103,NA,NA,NA,NA,NA,NA
60626,2002,192266.583333333,8,11,103,NA,NA,NA,NA,NA,NA
60626,2003,207775.75,5,11,103,NA,NA,NA,NA,NA,NA
60626,2004,223279.5,5,11,103,NA,NA,NA,NA,NA,NA
60626,2005,244702.333333333,6,11,103,NA,NA,NA,NA,NA,NA
60626,2006,262220.166666667,1,11,103,NA,NA,NA,NA,NA,NA
60626,2007,265207.583333333,3,11,103,NA,NA,NA,NA,NA,NA
60626,2008,256671,4,11,103,NA,NA,NA,NA,NA,NA
60626,2009,226508.166666667,1,11,103,NA,NA,NA,NA,NA,NA
60626,2010,209654.583333333,24,11,103,NA,NA,NA,NA,NA,NA
60626,2011,171849.833333333,24,11,103,32.9,23902,25.64,53.13,25.16,6.96
60626,2012,144934.833333333,30,11,103,32.6,22705,25.49,53.59,26.84,7.66
60626,2013,149871.916666667,17,11,103,33,22635,26.48,56.23,26.38,6.86
60626,2014,168165.833333333,34,6,103,34.2,22428,27.35,58.33,24.93,7.36
60626,2015,182473.916666667,36,6,103,34.4,23011,27.13,60.24,23.09,7.48
60626,2016,194814.916666667,26,6,103,33.9,23154,27.48,61.13,24.24,6.58
60626,2017,205213,18,6,103,33.9,24674,27.63,60.37,24.67,5.67
60626,2018,213182.333333333,24,6,103,34,26090,28.58,59.2,25.27,5.89
60626,2019,214846.083333333,13,6,103,33.7,27826,28.19,57.02,27.2,5.41
60626,2020,219708.916666667,25,6,103,NA,NA,NA,NA,NA,NA
60626,2021,235892.333333333,22,6,103,NA,NA,NA,NA,NA,NA
60628,2000,91083.3333333333,33,13,313,NA,NA,NA,NA,NA,NA
60628,2001,95428.25,35,13,313,NA,NA,NA,NA,NA,NA
60628,2002,100785.916666667,24,13,313,NA,NA,NA,NA,NA,NA
60628,2003,108046,39,13,313,NA,NA,NA,NA,NA,NA
60628,2004,117393.083333333,21,13,313,NA,NA,NA,NA,NA,NA
60628,2005,130033.333333333,31,13,313,NA,NA,NA,NA,NA,NA
60628,2006,141286.833333333,34,13,313,NA,NA,NA,NA,NA,NA
60628,2007,146999.75,34,13,313,NA,NA,NA,NA,NA,NA
60628,2008,140473.416666667,33,13,313,NA,NA,NA,NA,NA,NA
60628,2009,122717.5,21,13,313,NA,NA,NA,NA,NA,NA
60628,2010,108400.583333333,198,13,313,NA,NA,NA,NA,NA,NA
60628,2011,89136.9166666667,182,13,313,36,20256,7.93,3.29,94.76,0.14
60628,2012,70233.4166666667,174,14,313,37.1,20211,8.26,3.55,94.36,0.32
60628,2013,61093.3333333333,159,14,313,37.5,20128,8.64,3.7,94.48,0.29
60628,2014,67585.25,182,3,313,38.1,19548,8.79,3.66,94.36,0.3
60628,2015,72521.5833333333,178,3,313,37.7,19311,9.25,4.01,94.11,0.31
60628,2016,80597.4166666667,244,3,313,37.9,19000,9.44,4.06,94.18,0.32
60628,2017,95044.0833333333,171,3,313,37.9,20290,9.42,4.25,94.06,0.23
60628,2018,112205.916666667,197,3,313,38.8,20913,9.46,4.4,93.75,0.18
60628,2019,120055.75,171,3,313,39.2,22201,10.05,4.7,93.13,0.21
60628,2020,123900.583333333,229,3,313,NA,NA,NA,NA,NA,NA
60628,2021,147269.333333333,286,3,313,NA,NA,NA,NA,NA,NA
60629,2000,138456.333333333,20,14,282,NA,NA,NA,NA,NA,NA
60629,2001,154264.666666667,10,14,282,NA,NA,NA,NA,NA,NA
60629,2002,170402.166666667,20,14,282,NA,NA,NA,NA,NA,NA
60629,2003,190749.833333333,14,14,282,NA,NA,NA,NA,NA,NA
60629,2004,213158.416666667,17,14,282,NA,NA,NA,NA,NA,NA
60629,2005,242254.833333333,22,14,282,NA,NA,NA,NA,NA,NA
60629,2006,267723.083333333,18,14,282,NA,NA,NA,NA,NA,NA
60629,2007,271654.666666667,22,14,282,NA,NA,NA,NA,NA,NA
60629,2008,243541.916666667,20,14,282,NA,NA,NA,NA,NA,NA
60629,2009,185920.5,18,14,282,NA,NA,NA,NA,NA,NA
60629,2010,159384.5,156,14,282,NA,NA,NA,NA,NA,NA
60629,2011,137375.916666667,129,14,282,28.9,21764,4.45,31.16,25.18,0.66
60629,2012,123024.833333333,141,15,282,29.1,21429,4.4,33.09,24.7,0.76
60629,2013,128751.166666667,99,15,282,29.2,20493,4.08,34.35,23.35,0.64
60629,2014,144286.666666667,76,9,282,29.8,20124,4.25,34.84,21.96,0.65
60629,2015,154170,103,9,282,30.4,20562,4.28,35.11,20.84,0.77
60629,2016,168351.083333333,144,9,282,30.4,21078,4.35,35.77,20.19,0.53
60629,2017,183283.666666667,127,9,282,30.6,21568,4.47,37.74,19.75,0.41
60629,2018,194085.333333333,72,9,282,31.2,22327,4.92,42.05,19.74,0.44
60629,2019,203278.916666667,92,9,282,31.2,23671,5.21,43.78,19.58,0.62
